"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Soap/hand wash - liquid","520247",3.657,-3.385,-1.69,1.796,0.959,0.617,-1.202,-1.704,-0.882,1.886,-2.99,3.923,-6.455,6.317,0.983,-1.815,2.626,-1.763,2.235,-3.455,8.354,-0.811,2.984,-1.02,4.62,-1.838,3.513,-2.522,5.367,-1.116,0.357,-1.879,3.536,2.098,-2.75,3.405,1.017,1.204,2.907,0.139,0.965,-2.814,1.834,1.041,-2.109,2.303,-1.544,-1.389,-1.102,2.105,0.355,4.654,-2.539,0.623,2.202,-4.049,7.155,-4.974,3.279,-1.743,2.029,0.489,-2.541,4.632,-0.269
"Hair conditioner","520248",4.097,-4.105,5.301,-1.289,-1.979,0.728,0.523,-2.773,5.741,-2.665,3.328,-5.505,5.802,-2.753,0.012,-1.913,4.947,-1.57,-0.384,4.15,0.148,-1.95,1.524,4.752,-2.628,3.795,-6.023,5.115,-3.226,-1.326,5.472,5.011,3.538,-5.82,1.902,2.155,0.314,-1.236,0.588,0.802,0.715,-1.691,0.996,3.473,-0.066,-1.808,3.276,-3.513,0.663,4.55,-2.544,3.803,-2.421,-1.228,3.616,-3.041,3.7,-2.837,0.958,2.136,-2.393,5.969,-5.634,6.574,-2.525
"Baby wipes","520249",0.799,0.589,-2.103,2.754,2.618,3.826,-0.502,-3.352,6.744,-7.169,4.27,-0.619,5.968,-5.791,3.953,-0.929,-0.986,4.508,-2.888,4.048,-1.883,2.3,1.693,2.727,2.511,0.538,0.473,-1.164,2.667,-1.773,1.932,-1.149,-0.297,-1.256,0.464,-0.569,0.495,-1.577,-1.654,1.326,-0.462,-1.644,0.047,-0.803,1.12,-0.104,-0.189,1.062,-0.08,0.092,-0.216,-0.252,-0.286,0.223,-0.626,-1.911,-0.007,-0.073,0.195,-0.789,0.082,0.026,-0.457,-0.501,1.021
"Nail varnish","520250",-2.516,-0.254,2.418,-1.477,0.901,0.139,-0.916,1.13,0.826,-2.36,1.568,-0.526,-1.155,1.821,-1.063,2.221,4.144,0.344,0.152,0.283,0.371,0.333,1.045,-0.169,-0.113,-0.516,1.196,0.544,-0.028,0.274,-0.858,-0.528,0.895,-1.584,2.139,-1.984,0.759,1.376,-0.413,0.219,-1.114,0.19,0.755,0.804,-0.985,0.666,1.838,-0.276,-0.291,-0.713,1.055,-0.555,1.892,0.199,0.297,0.404,-0.537,-1.515,2.085,-0.887,0.789,0.243,0.105,0.333,0.096
"Cough liquid","520251",0.674,3.247,2.682,-0.824,1.605,-0.091,0.126,-2.71,-0.073,-2.131,-0.279,2.15,-0.041,2.908,1.372,1.147,1.128,0.232,2.403,-0.148,-3.616,1.938,-0.098,2.018,6.118,-3.687,3.336,-0.552,0.892,1.801,-0.697,-0.486,1.519,-1.289,1.193,1.439,0.269,3.857,0.065,-0.407,0.964,-0.285,0.19,-1.014,0.751,-2.075,0.17,1.049,-0.596,0.867,0.293,0.388,0.483,0.155,0.312,-0.124,0.24,-2.937,-0.045,1.262,0.15,0.151,0.909,0.312,1.054
"Body lotion","520252",-5.508,1.673,2.181,-4.008,1.408,-0.606,0.561,-5.384,3.23,3.722,-4.644,6.553,-6.248,1.419,0.64,0.937,5.357,-1.989,3.165,-3.246,4.047,-2.552,6.061,-1.73,2.932,-4.87,2.825,3.9,2.346,4.322,1.524,-2.263,-2.784,1.144,-0.416,5.05,0.233,-2.628,2.119,-0.846,1.275,-1.191,1.716,0.368,-0.078,-0.035,0.539,0.502,-1.819,-3.26,9.992,-6.203,3.495,-1.26,-1.08,-0.074,-3.806,-5.492,8.828,-4.198,3.458,-0.33,0.174,0.89,-3.144
"Self-tanning product (e.g. lotion, foam, mousse)","520253",1.846,1.138,-1.813,0.917,-0.437,2.335,-3.19,4.43,1.346,-4.152,-0.399,4.758,-0.992,1.859,-2.633,0.763,-3.73,4.044,-0.441,1.914,8.516,-7.755,0.701,6.917,-0.738,0.911,-4.473,7.413,-4.971,-2.829,9.887,-1.856,3.545,-4.479,-1.16,5.987,2.918,-5.045,0.168,1.973,-5.397,4.781,-0.146,-4.708,3.728,-3.844,-1.165,5.091,1.583,0.651,-1.869,1.617,-7.725,6.825,-1.253,5.337,-0.692,-6.481,-1.385,8.267,-1.314,0.177,-1.174,-0.831,-1.679
"Mouthwash","520255",,,,,,,,,,,,,,,,,,,,,,,,,-0.877,-2.159,-1.388,6.409,6.848,-3.891,-1.866,4.073,-1.603,2.691,-5.329,8.695,-5.299,4.05,0.814,-1.927,3.509,-2.849,2.433,1.846,-7.176,4.921,-3.337,3.109,-4.936,8.074,-6.487,6.681,-3.083,0.348,-0.881,-1.679,3.998,-4.777,6.84,-3.518,-0.293,0.527,-0.672,5.916,-2.432
"Sanitary towels","520256",,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.464,0.43,-2.39,0.552,-3.375,0.124,-2.279,3.772,-0.025,-1.055,2.328,-2.874,2.222,2.605,-0.063,-1.822,2.091,1.005,-3.004,1.964,-0.235,3.288,0.64,-2.072,-0.931,1.691,-6.022,2.112,0.416,-0.034,-1.578,-0.045,3.879,-4.309,3.459,2.591,1.116,-1.516,1.998,-1.736
"Men's haircut","520301",0.062,0.31,0.498,1.338,0.06,0.212,0.442,0.084,-0.006,0.368,0.295,0.571,0.597,0.463,1.143,0.845,0.653,-0.14,0.567,0.491,0.118,1.077,0.329,0.897,0.613,0.151,1.108,0.363,0.204,0.192,-0.087,0.631,0.152,0.483,0.025,0.694,0.235,0.608,1.385,0.186,0.056,0.37,0.145,0.053,0.096,0.472,0.698,0.55,0.716,0.249,0.833,0.724,0.429,0.017,0.375,0.394,0.283,0.278,0.658,-0.014,0.505,-0.005,0.889,0.449,0.214
"Women's haircut and blow-dry","520303",0.062,0.31,0.498,0.941,0.288,0.344,0.43,0.275,0.289,0.387,0.431,0.855,0.479,0.213,1.219,0.748,0.262,0.468,0.508,0.467,0.12,0.871,0.372,0.494,0.38,0.32,0.907,0.251,0.212,0.315,0.176,0.514,0.036,0.408,0.491,0.257,0.406,0.503,1.166,0.621,0.255,0.573,0.277,0.189,0.527,0.203,0.358,0.102,0.501,0.891,1.093,0.724,0.168,0.236,0.065,0.46,0.327,0.187,0.324,0.117,0.524,-0.018,0.901,0.435,0.378
"Women's hair highlighting","520311",0.062,0.31,0.498,1.036,0.408,0.447,0.137,0.365,-0.11,0.378,0.394,0.897,0.238,0.247,0.907,1.039,0.2,0.31,0.602,0.207,-0.002,1.435,0.349,0.34,0.929,0.543,0.785,0.421,0.005,0.638,0.195,0.065,0.065,0.784,0.634,0.11,0.017,0.592,1.354,0.306,0.254,0.446,0.222,-0.077,-0.292,1.155,0.125,0.843,0.143,0.649,1.15,0.289,0.481,0.169,0.439,0.266,-0.279,0.629,0.48,0.175,0.221,0.172,0.901,0.54,0.372
"Physiotherapy (private)","520313",-0.015,0,0.044,0.484,-0.017,0.453,0.455,0.139,-0.339,0.181,0.123,0.087,0.771,0.705,0.304,0.364,0.543,0.046,0.224,0.159,0.059,0.546,0.174,0.11,0.507,0.408,0.615,0.2,0.433,0.231,-0.007,0.262,0.378,0.248,0.133,0.347,0.352,0.303,0.993,0,0.178,0.318,0.377,0.22,0.292,0.439,0.301,0.116,0.207,0.378,0.26,0.377,0.123,0.331,0.325,0.218,0.337,0.16,0.37,0,0.205,0.51,0.457,0.38,0.753
"Residential home care fees","520324",0.363,0.132,0.494,1.211,0.937,0.346,0.211,0.467,0.06,0.075,0.26,0.11,0.108,0.076,0.601,1.022,0.603,1.12,0.199,1.087,1.588,0.763,0.737,0.226,0.943,0.829,0.815,1.009,0.44,1.797,0.912,0.817,0.46,0.624,0.373,0.604,0.93,0.127,0.427,0.562,1.18,0.955,0.403,0.629,0.743,0.502,0.123,0.721,1.051,0.633,1.025,0.463,0.645,0.289,0.192,0.186,0.592,0.616,0.405,1.466,0.816,0.78,0.432,0.808,0.785
"Nursing home care fees","520325",0.03,0.324,1.028,0.667,0.931,0.42,0.1,0.607,-0.356,-0.011,0.472,0.089,0.075,0.579,0.378,0.435,0.555,1.49,0.47,1.223,2.249,0.816,0.883,0.584,0.367,0.164,0.591,0.501,1.114,0.905,1.121,0.15,0.67,0.316,0.898,1.082,0.459,0.246,0.934,0.931,0.635,0.601,0.165,0.141,0.47,0.294,1.09,0.803,0.907,0.668,0.758,0.602,0.536,0.25,0.331,0.047,0.2,-0.097,0.612,1.139,0.899,0.587,0.49,0.381,0.348
"Dental examination (private)","520326",0.338,-0.395,0.176,0.128,-0.004,0.764,0.32,0.549,0.041,0.233,0.261,0.117,0.824,0.713,0.963,0.317,0.359,0.57,1.54,0.887,0.369,0.157,0.359,0.225,0.783,0.456,0.213,0.584,0.13,0.667,0.877,-0.086,0.269,0.581,0.506,0.404,-0.213,0.835,0.536,0.542,0.405,0.43,0.559,0.336,0.279,0,0.681,1.338,0.728,1.355,0.211,0.594,0.497,0.178,1.184,0.505,0.674,0.399,0.302,0.728,0.551,0.671,0.603,0.333,0.253
"Manicure appointment","520331",0.062,0.31,0.498,0.718,-0.384,-0.043,-0.127,0.116,0.152,-0.233,0.645,0.267,-0.044,1.204,0.163,0.581,-0.087,0.177,0.245,0.594,1.227,1.282,1.625,0.251,1.134,-0.327,0.54,-0.18,0.932,0.246,0.551,-0.143,0.422,0.256,0.7,-0.363,1.253,0.705,-0.088,1.393,0.265,0.412,0.129,1.172,-0.056,0.292,0.482,0.025,1.077,-0.003,1.547,0.133,0.35,-0.032,-0.324,-0.091,0.072,0.052,0.339,0.384,0.117,0.095,1.357,0.076,0.427
"Chiropractor treatment (private)","520332",0.479,0,0.041,0.161,0.656,0.16,0.101,0.175,0.135,0.347,0.162,0.153,0.621,0.383,0.499,0.212,0.503,0.391,0.377,0.497,0.323,0.38,0.125,0.243,0.284,0.28,0.497,0.274,0.414,0.111,0.44,0.191,0.455,0.562,0.044,0.21,0.105,0.049,0.309,0.372,0.754,0.177,0.229,0.213,0.383,-0.054,0.174,0.204,0.083,0.711,0.121,0.287,0.616,0.102,0.342,0.223,0.522,0.576,0.267,0,-0.242,0.102,0.547,0.375,0.1
"Electric bike (adult)","610115",,,,,,,,,,,,,,,,,,,,,,,,,-0.527,-2.498,1.318,-0.362,-0.735,-0.548,-1.165,-1.02,-1.761,-0.142,-2.792,1.821,1.26,-2.641,-2.151,4.135,-3.474,-0.397,-2.109,1.393,0.542,-4.951,1.428,1.684,-2.987,2.511,-1.93,-0.362,2.374,-1.788,0.247,0.248,0.442,-1.558,-0.513,1.459,0.238,-1.04,-0.117,-0.532,0.137
"Car tyre","610204",0.017,0.706,0.831,1.777,0.934,1.089,0.483,0.099,1.545,0.68,1.138,2.767,0.02,0.085,0.866,0.818,0.589,0.587,1.092,0.011,-0.146,0.489,0.65,3.796,0.877,0.24,-0.522,0.74,1.319,1.374,0.055,0.286,-1.042,-0.501,-1.071,0.275,0.118,0.474,0.035,0.804,0.878,0.176,0.956,0.122,0.458,0.868,0.764,1.511,0.396,-0.772,0.045,-0.255,-0.465,-0.324,0.238,0.117,-0.525,0.42,0.667,1.916,0.756,-0.052,0.963,-0.161,-0.035
"Wiper blades","610221",-0.644,-1.06,0.149,5.8,0.749,1.916,0.321,0.185,-0.047,1.064,0.259,0.208,0.886,0.158,1.011,0.313,0.856,-0.407,-1.046,0.312,0.472,-0.404,-1.19,0.727,1.373,-0.604,0.897,-0.226,-0.102,0.516,-0.769,0.792,1.333,-1.156,1.635,2.827,-0.996,-1.009,-0.081,0.307,-0.428,-0.182,0.69,0.209,-0.102,-0.052,-1.428,-0.021,-0.481,0.442,0.035,0.832,0.485,-1.079,-2.019,-1.976,1.872,-8.65,9.23,1.089,-6.677,0.59,-0.637,1.675,6.092
"Car MOT test fee","610227",0.246,0.282,0.17,-0.107,0.169,-0.028,0.103,0.038,0.156,0.107,0.136,0.345,0.262,0.349,0.301,0.693,0.361,0.216,0.085,0.186,0.051,0.198,0.346,0.264,0.119,0.34,0.232,0.152,0.194,0.174,0.233,0.223,0.321,0.008,0.44,-0.018,0.329,0.207,0.221,0.392,0.298,-0.014,0.222,0.064,0.056,0.13,0.093,0.571,0.382,0.199,0.265,0.252,0.353,0.266,0.145,0.192,0.048,0.031,0.093,0.185,0.109,0.527,0.313,0.339,0.336
"Car service - local garage","610231",0.422,-0.369,0.096,0.354,0.738,0.913,-0.256,0.519,1.203,0.383,1.279,-0.841,1.207,0.437,0.796,0.893,1.14,0.179,0.82,0.688,-0.442,2.377,0.917,1.016,0.114,0.758,1.3,0.994,0.344,0.716,0.692,1.037,1.332,1.084,0.349,2.451,0.308,0.112,0.608,0.586,0.884,0.49,0.803,0.391,0.517,0.248,0.655,1.698,0.176,0.949,0.858,0.564,1.527,0.409,0.7,-0.3,0.873,-0.79,0.459,0.847,0.492,0.456,-0.438,0.452,0.519
"Car service - main dealer","610232",0.253,-0.001,0.137,-0.136,1.578,0.365,-1.067,1.107,-0.423,0.844,0.422,2.091,0.668,0.542,0.583,1.082,0.396,-0.746,1.778,0.434,0.625,0.155,0.701,2.374,0.518,0.271,1.595,0.466,0.132,0.947,0.116,1.046,0.117,0.267,1.068,1.958,0.253,-0.239,0.725,1.136,0.474,-0.123,0.526,-0.105,0.761,0.068,-0.124,5.355,0,-0.017,1.235,-0.915,0.44,1.268,0.326,0.261,0.294,-0.498,0.201,3.931,0.694,-0.234,0.562,-0.426,0.201
"Car repair labour - main dealer","610235",-0.067,0,0.236,-0.027,0.485,0.254,-0.332,0.508,-0.048,0.921,0.458,2.328,0.226,0.223,0.537,0.539,0.411,-0.034,0.945,0.532,0.302,0.586,-0.127,2.038,-0.007,0.774,0.865,0.842,0.982,0.778,0.768,1.461,-0.02,0.246,0.127,1.09,-0.072,0.172,0.373,-0.357,1.561,0.465,0.445,0.71,0.577,0.068,-0.178,3.665,0,0.397,1.046,0.907,0.337,0.517,-0.047,0.989,-0.056,-0.261,0.62,1.269,0.082,0.538,1.123,0.646,0.225
"Car repair labour - local garage","610236",-0.192,0.616,-0.129,-0.036,0.44,-0.328,0.358,1.629,0.611,0.245,0.154,0.081,0.094,0,0.597,0.657,1.752,-0.22,0.976,0.615,0.813,0.502,0.556,0.714,0.057,0.5,1.607,0.353,0.398,0.312,0.159,0.352,0.241,0.461,-0.168,1.993,0.225,0.223,-0.3,-0.134,0.688,0.715,0.414,0.192,0.293,0.329,0.593,1.994,-0.125,0.872,0,0.948,0.607,-0.215,0.358,-0.248,0.952,0.644,-0.104,2.508,0.555,0.09,0.904,0.847,0.535
"Car bulb - 12 volt","610237",0.549,-0.009,-1.248,0.208,0.85,1.026,0.693,-7.116,-0.725,0.202,-1.5,4.586,1.79,0.477,-0.717,-4.406,5.685,2.488,-8.836,-0.164,0.261,-1.955,2.175,1.458,1.758,-0.556,1.16,0.509,-0.381,-0.264,0.652,-0.153,-0.885,0.074,0.016,2.5,-0.215,-0.346,0.795,0.093,-0.249,-0.526,0.362,-1.257,3.356,0.579,-1.174,1.406,0.601,0.309,8.478,4.178,0.004,0.381,0.712,-0.042,0.434,0.343,-0.589,1.05,0.526,0.336,1.394,0.193,0.288
"Car wash - hand or automatic","610238",0,0,0.187,0.491,0.871,0.266,-0.098,0.384,0.25,0.401,-0.455,1.693,-0.114,-0.21,0.628,0.196,1.425,0.307,0.756,0.513,0.607,0.118,0.711,2.088,1.011,0.313,0.716,1.268,-0.239,1.246,0.655,0.608,0.802,1.211,0.229,3.818,-0.089,0.24,0.208,1.22,0.05,0.242,0.741,0.622,0.041,1.502,-0.048,0.805,0.198,0.17,0.904,0.798,0.302,0.098,0.397,-0.319,0.102,0.43,-0.483,1.337,0.307,-0.016,0.571,1.155,0.424
"Wheel alignment","610241",0.134,0,-0.167,-0.042,0.621,1.133,0.004,-0.036,0.233,-0.209,1.63,0.741,0.139,0.39,1.297,0.449,0.906,1.085,0.515,0.438,0.773,-0.095,0.189,1.168,0.01,0.416,1.722,-0.426,0.646,1.115,0.42,1.017,-0.339,0.577,0.967,1.154,0.502,0.391,1.295,0.599,0.535,-0.053,0.466,0.035,0.314,-0.124,0.953,1.63,0.278,0.268,0.604,0.677,0.104,-0.122,1.319,0.75,1.177,1.096,-0.018,0.111,0.361,0.465,1.199,0.571,1.541
"Exhaust fitting","610242",,,,,,,,,,,,,0.961,-0.738,-0.769,1.151,0.264,0.152,-0.373,0.261,3.192,2.06,-1.271,2.064,1.16,0.539,0.482,1.719,0.961,0.391,0.133,0.739,0.279,1.582,-0.067,0.849,0.478,1.257,-0.283,0.124,-0.054,-0.145,1.764,-0.814,2.307,-0.381,0.9,0.091,-0.723,0.932,-0.391,1.899,0.749,-0.615,0.342,0.309,-0.364,0.029,-0.089,1.624,0.038,-0.534,0.275,0.033,0.561
"Dashboard camera","610243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.229,0.424,-1.409,-0.332,-3.597
"Engine oil - multigrade","610303",-2.274,-1.918,0.342,5.123,2.944,1.326,0.195,-2.246,0.439,2.061,-0.044,0.368,1.707,0.889,1.077,2.301,-0.055,0.33,-0.36,1.931,2.786,-0.318,0.493,2.742,-0.569,-1.501,0.659,0.579,3.286,-1.861,0.257,0.071,1.192,-2.371,-0.411,2.488,0.584,-2.106,-0.911,2.582,0.153,-0.91,0.932,1.425,-0.846,-0.834,-0.155,1.197,-1.574,1.19,0.268,2.625,-0.532,-0.544,0.668,0.236,-0.92,-3.941,4.155,-2.425,2.632,1.537,0.829,3.311,2.731
"Van hire - self-drive, transit type","620303",1.457,0.064,-0.037,0.269,0.414,0.574,0.502,1.378,0.378,1.413,0.648,0.509,0.514,-0.283,0.217,1.119,0.03,0.678,0.06,-0.22,1.041,0.11,0.27,0.46,0.508,-0.049,0.141,0.825,1.134,0.7,0.446,1.13,0.004,0.459,0.02,0.084,0.182,-0.572,-0.25,0.069,-0.018,-0.768,0.266,0.875,0.113,0.087,0.345,-0.103,-0.176,-0.439,0.409,-0.513,0.594,1.031,0.409,-0.103,-1.005,0.023,0.777,1.368,-1.358,0.356,0.062,0.117,1.735
"Pushchair or stroller","620304",6.026,1.248,-1.896,-0.383,1.833,0.504,-0.099,4.682,1.988,1.732,2.013,-0.02,-0.623,1.001,2.014,-0.242,0.379,0.785,0.349,-0.844,1.55,-0.551,-0.887,-4.689,4.007,1.521,0.504,2.848,-1.815,-0.963,3.092,1.217,-0.322,-3.506,3.686,-5.204,2.402,0.003,-3.411,3.929,-0.464,-0.812,-2.147,2.487,0.33,-4.245,3.278,-2.432,2.716,-0.503,-3.927,0.704,1.679,-2.462,-2.201,3.903,-0.049,-3.057,3.531,-2.345,-2.515,2.61,-2.671,-1.994,0.439
"Car hire - self-drive","620307",-0.986,1.078,-1.602,2.462,4.104,4.002,8.644,3.654,5.801,3.785,4.054,2.705,-1.251,-0.441,3.193,1.792,4.064,4.674,-1.142,-1.898,-2.303,-3.769,-5.924,-4.488,-2.308,-1.511,4.595,4.283,0.678,1.992,-5.195,-3.316,-4.152,-3.15,-2.857,-2.424,-2.694,-0.883,2.822,0.703,3.23,0.519,-1.505,-2.311,-4.558,-2.9,-4.432,-1.647,-1.414,3.368,4.924,2.521,1.339,-0.517,0.554,1.199,1.312,-0.952,-0.636,-2.866,-0.19,0.133,-2.366,2.264,-0.745
"Private hire vehicle fare","620308",0.598,0.274,0.034,0.145,-0.045,0.459,-0.692,1.114,0.085,-0.111,-0.092,0.793,0.05,0.833,1.231,1.415,1.109,0.321,1.239,1.104,1.028,-0.136,-0.159,0.23,0.584,0.765,1.312,1.314,0.087,1.03,-0.067,0.153,0.506,-0.341,0.229,0.783,0.435,0.564,0.406,-0.234,0.343,0,-0.156,0.568,-0.275,0.323,0.281,0.066,-0.244,0.072,0.362,1.464,0.71,0.47,0.57,0.404,0.466,-0.075,0.272,-0.148,-0.585,0.133,0.437,0.371,-0.636
"Car park charges","620315",0.026,0.017,0.195,-0.001,0.682,0.487,-0.012,0.145,-0.11,0.36,0.476,0.389,-0.188,0.139,0.764,0.379,0.13,0.809,0.745,0.135,0.25,-0.114,0.298,0.745,0.337,-0.198,0.7,0.641,0.46,0.53,0,0.632,0.373,0.614,1.006,0.197,0.102,0.019,0.7,1.494,0.555,1.596,0.19,0.325,0.302,-0.334,0.22,1.034,-0.198,0.266,0.393,1.433,1.287,0.306,0.146,0.268,0.672,0.366,0.005,0.09,0.095,0.29,0.494,0.661,0.596
"Children's bike - no gears","620317",0.317,2.665,2.189,0.318,1.424,3.31,0.808,-2.247,4.968,0.089,1.554,0.593,0.738,0.851,0.046,-0.929,0.937,-0.705,1.264,-0.599,-0.661,-0.629,-1.285,-0.276,3.879,0.806,-0.385,-0.834,0.795,2.151,-0.277,-0.024,1.666,-0.513,0.073,-4.494,1.304,0.315,1.359,0.086,0.915,-2.1,1.661,0.278,1.086,-1.591,-1.231,1.971,-0.581,0.027,-0.541,2.245,-1.139,0.316,-0.047,0.691,0.623,-6.154,1.372,2.42,0.134,0.211,1.794,0.019,-4.238
"Adult bike","620318",3.493,3.277,0.605,1.817,1.579,0.82,1.459,1.702,0.503,-0.28,-0.172,0.069,0.759,0.613,0.465,0.008,0.832,-0.61,0.511,0.523,0.216,-0.1,-1.03,-0.136,0.846,-5.147,6.319,-1.528,1.215,-4.665,1.955,1.305,-0.953,-4.324,4.085,-4.462,1.71,-1.226,-0.105,1.389,0.084,-0.833,-1.538,2.682,0.3,-1.758,-0.765,1.014,-0.585,-0.709,-1.149,2.291,1.193,-3.05,2.21,-0.592,0.066,-2.397,1.369,1.646,1.534,0.462,0.784,1.358,-4.211
"Cycle helmet (ages 12+)","620319",-0.345,0.291,0.536,-0.619,1.244,-2.884,3.336,0.698,0.149,0.022,0.968,0.164,1.496,-0.277,-3.423,4.145,-1.105,-0.689,-0.861,1.676,0.9,-1.899,-0.319,1.603,2.417,0.337,-0.773,-0.681,0.746,0.119,-0.442,-0.291,0.543,0.551,-0.469,-1.083,0.916,-0.147,-1.924,0.511,1.203,0.908,0.103,0.876,0.489,-0.47,-1.67,2.817,-3.132,-0.488,0.416,1.137,0.291,-0.837,0.801,1.471,-0.163,-0.048,-1.971,1.159,-0.633,-0.955,0.362,0.862,-1.339
"Children's car seat","620321",,,,,,,,,,,,,1.716,-0.046,1.795,0.682,0.531,-0.486,0.091,-0.043,1.911,-0.937,0.835,-0.64,1.247,-0.96,1.54,1.251,-1.128,-3.103,0.626,0.459,0.093,-1.044,-2.078,1.106,0.089,1.162,0.011,-2.137,0.389,-1.098,-0.252,-1.679,1.059,-2.632,-0.375,-1.207,4.089,-0.772,-0.6,0.893,-0.839,-1.53,1.745,-2.274,0.655,-0.671,-0.195,-1.79,1.658,-1.51,-0.798,0.539,-0.995
"Radio - digital (DAB)","630138",-0.096,-0.113,0.38,1.381,3.831,-1.545,1.688,2.509,-0.664,2.029,-0.563,0.589,-0.072,-0.615,0.441,1.596,-1.386,0.084,-0.908,3.054,0.328,1.363,1.788,-4.606,1.245,-2.616,2.807,-5.606,2.141,-2.513,7.141,-0.593,1.395,0.287,-3.547,0.896,0.901,0.677,0.628,0.686,1.689,-2.065,0.86,-0.594,1.955,-1.847,-1.267,-1.281,1.031,-0.26,-0.222,1.491,2.198,-1.833,-1.445,1.499,1.034,-5.903,2.367,-0.425,1.512,0.596,0.027,2.56,1.009
"Headphones or earphones","630156",1.957,-2.189,1.49,1.363,-0.604,-1.278,2.911,1.634,0.319,-1.624,-2.04,2.972,-2.302,-0.124,0.409,4.415,-0.841,-0.672,-1.101,-0.516,1.624,2.319,-7.457,2.3,-2.182,5.867,1.065,-1.475,1.795,-1.895,-3.193,6.195,-2.408,-3.573,-5.236,3.869,-0.407,1.375,-1.657,-0.348,-2.751,0.983,0.367,0.873,0.387,-2.429,-3.221,5.193,-1.336,2.825,-2.712,4.001,1.196,-1.307,1.158,-1.026,0.985,-1.288,-3.687,9.235,-3.31,-1.563,-2.273,3.254,-3.155
"Television - small","630159",1.683,1.791,-3.399,1.428,8.08,-2.205,-1.133,3.863,-0.789,-0.449,-2.091,3.513,-2.884,0.276,-5.241,-4.278,1.169,-1.609,1.362,2.053,-3.152,-2.443,5.004,-4.125,0.751,1.03,-2.37,1.687,-0.047,-4.056,3.822,-3.311,1.41,-3.358,1.618,-2.634,0.805,-2.118,4.446,-3.909,3.183,0.435,0.868,-3.429,3.861,-6.9,1.71,-2.632,0.981,-2.737,-1.965,-4.462,-0.089,-1.264,0.261,3.622,-5.17,-0.743,3.618,1.182,-0.038,-1.641,1.682,-0.49,1.144
"Television - large","630160",2.245,-0.873,-2.007,7.14,-4.598,7.326,2.714,-0.121,-0.722,-2.865,-3.461,-4.411,-2.574,-4.498,-5.8,-3.351,-2.315,4.452,1.278,2.554,-1.67,2.786,8.742,-5.472,-0.309,0.403,2.282,-1.616,0.872,0.58,-0.423,0.548,-0.123,-3.843,-0.342,-1.174,3.049,-2.188,-3.092,-5.069,3.194,4.094,0.747,-1.033,-1.781,-1.482,0.259,-0.143,-0.908,-2.218,-3.054,-8.93,-0.48,4.305,1.101,-6.063,-0.309,-4.253,1.283,-1.157,-1.252,-2.974,-1.304,-1.642,-0.863
"Portable speaker","630162",-2.461,-0.54,-0.967,5.36,-1.195,0.717,0.51,-0.457,4.4,-3.316,-2.812,-0.809,2.979,-0.481,2.73,0.182,2.686,-3.877,4.753,-3.05,3.269,0.204,-2.736,2.191,-2.028,1.579,-0.724,0.011,-0.516,-1.184,5.154,-0.528,-1.834,-1.864,0.189,1.08,-0.654,0.305,-2.906,-2.798,3.899,-0.842,-0.748,1.804,3.48,-6.377,-4.403,8.974,0.579,-6.79,-0.352,-4.39,0.438,1.451,-2.388,2.411,2.688,-7.183,-4.666,8.107,3.965,-6.554,3.042,0.207,-0.86
"DVD/Blu-ray player","630164",0.348,2.053,2.109,1.921,2.491,-10.536,-1.531,0.87,2.604,1.616,0.157,3.884,2.583,7.057,-0.36,-0.477,2.592,1.742,0.774,-1.61,-0.597,0.108,-2.883,3.101,1.955,-0.654,-1.701,3.646,0.202,-4.216,0.441,2.191,1.256,-3.443,-1.089,0.812,2.03,-1.41,3.422,-0.544,0.731,-0.716,-1.111,-0.739,1.005,-2.959,0.149,-0.861,4.777,-1.613,0.712,0.051,0.632,-0.763,-0.844,1.342,0.366,-0.616,0.056,-0.726,1.062,-1.384,2.655,6.135,7.401
"Soundbar","630166",,,,,,,,,,,,,,,,,,,,,,,,,6.838,-6.539,2.156,7.823,-0.855,-1.762,3.937,-1.644,0.699,-2.875,-7.543,4.295,6.892,1.819,-1.102,-6.212,-4.648,2.708,3.629,-0.582,6.03,-8.386,-0.277,-1.425,11.697,-8.25,-4.967,6.972,-3.458,-2.437,-0.613,-2.2,9.424,-11.471,-4.151,6.389,6.29,-1.36,-7.499,4.762,-4.521
