"ID_NAME","CONSUMPTION_SEGMENT_CODE","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01","2022-01-01","2022-02-01","2022-03-01","2022-04-01","2022-05-01","2022-06-01","2022-07-01","2022-08-01","2022-09-01","2022-10-01","2022-11-01","2022-12-01","2023-01-01","2023-02-01","2023-03-01","2023-04-01","2023-05-01","2023-06-01","2023-07-01","2023-08-01","2023-09-01","2023-10-01","2023-11-01","2023-12-01","2024-01-01","2024-02-01","2024-03-01","2024-04-01","2024-05-01","2024-06-01","2024-07-01","2024-08-01","2024-09-01","2024-10-01","2024-11-01","2024-12-01","2025-01-01","2025-02-01","2025-03-01","2025-04-01","2025-05-01","2025-06-01","2025-07-01","2025-08-01","2025-09-01","2025-10-01","2025-11-01","2025-12-01","2026-01-01","2026-02-01","2026-03-01","2026-04-01","2026-05-01","2026-06-01"
"Baby doll","630347",-2.152,6.328,-1.916,-2.536,-0.389,0.427,1.44,1.834,-2.154,1.634,-3.846,2.463,2.093,1.432,-1.932,2.695,0.129,1.147,1.723,-0.09,1.142,0.623,-2.079,2.767,2.041,-1.962,0.809,-1.466,-2.477,3.785,-2.287,-1.831,2.122,-0.068,-1.267,-0.006,-0.963,-0.44,1.381,-3.194,1.519,2.634,-4.316,0.688,-1.434,-0.591,-0.307,6.782,-1.295,0.286,-1.3,-0.343,0.273,2.319,0.742,-1.882,-1.157,-5.191,2.022,2.135,-6.369,3.401,-2.584,3.032,-4.544
"Tennis or squash racket","630357",0.155,10.553,0.095,1.628,0.158,1.422,2.39,0.653,-2.041,3.982,8.213,1.77,10.529,0.25,-0.43,1.494,2.575,1.003,-0.917,-0.053,-1.058,-0.1,-1.128,1.358,-0.123,0.014,0.702,-0.709,-0.17,1.946,-0.405,2.848,-1.425,-0.264,0.317,-4.243,0.221,5.988,-5.608,0.046,5.386,0.114,-1.239,1.223,-0.176,0.912,4.614,3.901,0.004,0.228,0.163,-0.116,-0.253,0.006,0.074,-0.537,0.014,-0.064,-2.147,-0.726,-0.1,0.099,0.138,1.055,1.24
"Photo printing or digital development","630359",-0.54,0.63,0.083,4.411,0.166,0.175,0.188,-0.897,0.245,0.078,0.332,0.838,0.243,0.006,-0.042,1.278,-0.036,0.421,0.17,0.423,2.101,1.801,1.126,0.797,0.058,0.002,0.294,-0.003,0.666,0.772,-0.25,0.469,0.889,-0.341,2.877,1.655,0.685,0.655,0.437,0.213,0.863,0.274,0.118,0.208,0.346,-0.222,2.528,1.087,1.119,0.647,0.436,-0.103,0.873,-0.039,0.011,0.247,-0.164,0.363,2.669,0.77,0.273,0.149,-0.15,0.582,0.067
"Children's craft kit (ages 5+)","630365",-4.507,-2.657,-0.337,-0.245,-2.075,-0.496,2.857,0.341,-2.104,1.041,1.715,-0.634,-1.786,2.163,-3.406,3.858,-2.261,-0.223,-0.53,1.716,-5.18,7.967,-1.899,-0.312,-6.008,1.33,1.636,-0.147,-0.014,-2.886,6.847,3.312,-3.221,0.352,-0.543,0.936,-4.492,0.051,3.208,-1.218,-2.348,5.299,-3.123,0.378,-1.127,0.125,-1.271,6.976,-5.59,2.67,-4.867,6.098,-1.613,3.44,-2.962,-1.004,2.884,-0.703,-6.138,-1.333,0.175,-0.469,-0.013,0.952,-0.171
"Educational electronic toy","630368",2.994,0.429,-4.579,5.081,-3.309,2.616,1.978,1.44,0.156,-1.104,0.894,-1.447,3.89,3.17,-1.401,-0.035,1.282,2.336,0.609,0.124,1.562,1.625,-2.435,-1.566,4.92,0.476,-1.236,2.435,-0.997,0.803,1.84,-1.602,-2.066,0.6,-1.907,-1.515,0.418,3.431,-1.252,0.349,-0.927,1.438,1.247,-1.94,-1.033,-2.5,0.499,1.088,-1.262,1.374,-2.948,0.129,-0.352,-1.112,3.074,-2.781,3.744,-3.692,-3.349,0.505,-3.299,4.892,0.939,-1.096,-0.348
"Jigsaw","630373",-7.217,-9.808,0.424,3.431,-1.455,0.407,0.035,-0.625,-1.032,-1.633,1.66,1.331,6.766,-6.865,-0.958,-0.253,0.467,1.942,1.183,-4.19,1.954,1.613,-3.961,6.28,-0.584,0.466,-2.276,0.717,-0.327,-1.007,1.343,1.201,0.407,-2.613,-0.366,3.43,-0.13,-0.138,-1.107,-0.52,0.119,-1.194,1.066,-0.268,-0.092,-0.051,-0.995,5.436,-0.559,-1.637,-3.607,1.351,0.402,-3.423,-0.741,0.95,0.613,-2.206,1.068,-0.03,1.852,-1.334,-0.994,0.22,-3.275
"Children's scooter (ages 5+)","630374",-6.778,0.221,0.576,2.447,-2.318,1.186,3.534,3.074,0.083,0.049,-1.259,3.723,3.851,-4.518,-2.492,1.306,-2.949,3.987,3.493,-4.604,-1.142,3.47,-2.904,3.18,0.76,-4.241,0.338,0.305,-0.038,-0.198,-0.576,-0.323,-0.341,1.03,-3.749,4.71,-1.953,1.718,0.477,-0.068,-1.392,-2.099,-0.675,3.586,-0.517,0.024,-0.669,2.941,-0.453,-0.585,0.837,0.536,0.786,0.115,-1.869,1.288,0.173,-1.004,-2.715,0.29,0.075,1.489,-2.128,0.235,-0.484
"Sit and ride toy","630376",-2.642,0.05,-1.872,-1.18,0.453,-1.092,2.286,4.836,-2.545,0.347,-0.663,4.316,5.024,-4.374,0.614,2.119,0.089,-2.103,2.241,-1.376,-1.286,3.074,-3.025,4.17,1.332,0.624,-0.809,-2.743,3.936,-1.042,-5.455,3.562,1.044,0.863,-3.847,3.609,-1.766,-1.21,1.8,-0.497,1.168,-0.25,-2.048,0.223,1.717,-0.201,-2.59,1.648,0.216,2.628,-5.077,1.081,-2.258,5.321,-5.056,5.936,-3.141,1.553,1.839,-4.514,-0.869,0.595,2.017,-1.774,-0.041
"Hand weights (e.g. dumbbells)","630381",1.124,-4.513,0.584,13.488,-6.617,0.083,1.224,-2.254,2.496,0.988,3.52,0.024,5.833,0.718,0.154,-3.253,1.732,-1.254,5.107,2.51,-0.779,-1.735,2.621,-4.158,0.934,-0.357,4.69,0.225,3.277,1.314,-0.967,0.308,-0.904,-3.485,-0.526,-3.057,1.154,1.43,1.817,-0.473,0.417,-1.764,1.807,-1.406,0.383,-0.508,0.684,-3.488,-0.097,0.126,-1.314,1.705,2.342,-1.129,0.703,-1.048,-0.202,-0.935,-0.084,-1.095,1.72,-0.316,-1.16,0.029,1.324
"Craft kit (adult)","630382",,,,,,,,,,,,,1.192,-0.971,2.425,-1.631,-0.946,-2.302,0.247,1.599,1.43,1.491,0.015,1.672,-0.049,-0.989,4.403,-2.442,-3.052,-1.139,3.235,1.677,1.231,0.097,0.545,-1.205,-0.159,-0.54,0.452,0.054,0.258,-1.165,-0.447,-0.663,0.911,-1.307,3.408,-2.3,0.258,-1.113,0.443,-0.572,-1.592,1.777,-0.684,-4.305,8.737,-3.561,-0.837,-2.302,0.678,2.238,-0.66,-1.798,-0.993
"SD card","630384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.822,1.664,2.861,-0.545,0.114,7.541,-4.854,1.685,0.842,-6.709,0.102,-0.153,-0.665,3.171,-1.064,0.731,0.538,0.525,-0.789,-0.202,-0.094,2.029,-0.008,4.051,15.324,-0.558,16.337,1.889,11.72
"USB stick","630385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.808,1.457,-1.478,3.943,-2.013,0.545,-7.686,9.074,-0.643,1.633,-0.73,-1.05,-7.112,3.981,-1.192,1.777,-2.652,-0.829,0.978,3.512,0.383,0.633,2.163,2.208,8.988,2.63,11.072,0.538,2.274
"Card game","630386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.295,2.021,1.086,-0.523,-2.995,-3.456,1.831,3.043,-2.316,-1.645,-0.784,2.972,0.645,0.874,-1.856,-0.158,-3.21,1.774,1.191,-0.388,-1.003,-0.121,-3.54,0.522,-1.63,2.285,-1.394,1.914,0.959
"Exercise mat","630387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.797,-4.287,0.581,0.296,-1.754,1.18,2.187,-0.23,-0.553,-3.248,2.898,-8.683,10.114,-4.493,-0.319,-3.773,4.041
"Non-fiction book - hardcover (bestselling)","630425",11.259,15.21,-3.845,-6.932,4.508,1.675,2.984,1.614,-0.332,-2.967,-5.095,0.17,6.453,-5.593,-7.547,-0.894,3.946,1.295,-4.966,11.155,2.448,0.399,18.039,-11.148,0.949,0.57,13.369,4.993,-4.534,-1.357,-2.154,6.641,3.11,-4.574,5.71,-15.393,1.311,6.715,5.353,0.564,7.386,0.467,-4.407,-0.585,4.665,-2.122,-6.222,-7.441,4.266,2.774,2.137,4.578,6.369,-0.136,-4.478,-8.262,-5.56,5.462,2.286,-8.69,10.511,-5.163,4.141,4.364,-7.222
"Non-fiction book - paperback (bestselling)","630426",-3.706,-2.767,-0.051,11.16,6.652,-3.527,2.136,1.529,-6.712,2.698,0.355,3.702,5.725,-3.522,-3.718,6.524,1.721,0.998,-9.155,1.28,3.121,0.907,-6.495,2.874,1.624,2.355,11.115,6.17,-5.389,1.104,1.643,2.879,3.452,-4.143,-8.364,6.816,7.453,7.9,2.229,-3.319,-7.805,-3.682,-7.065,8.617,2.445,-0.931,0.412,0.513,-3.06,5.51,0.67,-0.395,-4.744,-1.657,0.957,0.187,-1.119,1.666,1.581,5.265,-8.7,6.825,-5.679,9.004,1.831
"Children's illustrated book (under 5s)","630434",0.48,-0.456,-0.178,6.578,0.19,0.31,0.497,0.279,0.854,-0.477,-0.229,0.615,0.811,-0.199,0.193,0.326,0.446,0.458,0.154,0.058,0.058,0.676,0.076,0.76,0.578,-0.422,0.869,0.664,0.871,0.54,0.581,-0.715,3.347,0.24,0.268,-2.972,0.795,-0.298,0.123,-0.465,2.009,-0.068,-0.52,-0.341,0.337,0.158,0.2,0.094,0.064,1.15,-1.153,0.588,0.646,0.591,-0.444,-0.359,0.241,-0.026,0.482,-0.532,0.109,-2.303,0.44,1.21,-0.625
"Fiction book - hardcover (bestselling)","630435",1.697,-3.817,0.129,16.339,3.912,8.491,-6.661,4.887,-7.207,5.577,1.587,-5.748,5.271,3.811,-3.825,4.182,-7.8,4.798,-0.378,5.891,7.284,-7.008,0.454,1.294,-2.576,-1.149,2.199,0.434,-2.486,12.928,2.606,-2.239,6.414,-5.717,0.599,-9.065,18.822,-10.86,-7.993,11.668,11.171,3.955,1.986,-1.244,2.971,1.944,-1.467,-11.922,16.311,-2.591,6.198,5.527,4.27,-7.207,-6.587,-4.236,9.467,-1.493,-5.706,-14.68,15.108,10.899,-10.326,-0.696,2.247
"Teen fiction book","630437",3.427,-4.839,-1.409,9.289,-0.508,0.296,1.922,-1.995,0.279,6.865,-6.286,-1.388,0.031,0.448,-4.46,3.812,-1.971,1.091,-0.793,0.63,1.353,3.059,1.115,-0.194,-0.01,0.245,0.162,0.163,-3.512,0.87,-1.066,0.194,2.143,1.999,2.965,1.943,-0.951,0.067,3.541,-1.569,1.575,0.405,0.93,-2.214,-3.547,0.045,1.274,1.623,-0.423,-0.095,2.52,-3.777,3.144,6.202,1.902,-0.18,-6.201,-1.144,-0.997,-0.255,4.749,5.906,4.161,-0.251,0.461
"Fiction book - paperback (bestselling)","630439",2.468,-4.1,4.483,8.574,-2.54,-0.584,2.731,-1.432,3,0.35,2.503,-2.796,0.517,0.411,0.232,-0.216,2.301,-1.75,1.294,0.66,-0.06,-0.223,-0.189,-0.128,0.375,-1.849,4.424,4.839,0.011,1.745,-0.036,-0.234,0.131,0.164,-0.414,0.328,-2.049,2.92,1.631,-0.709,-0.332,-0.378,0.007,4.1,-2.822,4.646,-3.376,0.558,1.441,-2.664,-1.028,1.128,0.426,0.578,-1.724,-2.136,1.727,1.805,2.236,-3.711,1.082,-2.779,-3.037,-1.332,4.898
"Children's fiction book (ages 6-12)","630440",3.081,-1.286,-0.113,5.103,2.254,0.95,1.289,0.147,0.33,-0.901,0.92,4.754,1.683,1.362,-4.26,5.158,-1.062,-0.478,-2.4,6.175,-5.892,9.099,-3.031,-6.001,-0.315,0.371,0.595,-0.274,0.619,0.032,6.487,-2.657,3.263,2.358,-0.072,-1.032,0.441,-3.373,0.535,2.074,-0.578,0.46,4.366,-2.388,-0.347,2.42,-2.919,-2.912,-0.067,3.21,3.501,1.492,-4.895,2.654,2.421,0.138,0.391,1.526,-0.175,-2.798,1.35,1.167,0.115,1.493,0.299
"Garden spade","630505",1.752,0.934,-0.122,1.415,-1.291,0.821,0.244,3.083,0.535,-1.396,2.897,1.659,1.224,0.172,0.747,3.511,0.83,-0.06,-0.289,-1.276,4.987,1.296,-0.28,-1.098,1.148,-0.317,-7.879,7.028,-5.664,6.302,-2.564,-2.247,2.551,1.1,1.324,0.364,0.202,-1.827,0.309,1.985,-1.777,-0.079,-3.526,0.017,0.006,4.572,-0.537,0.507,-1.912,1.174,-0.56,-0.673,-0.364,1.564,-1.98,0.621,1.352,-0.135,-0.304,1.257,0.372,0.547,1.239,-0.919,-0.021
"House plant","630507",3.487,2.14,-0.851,-1.752,-0.198,-0.268,0.704,-3.003,-1.007,1.658,-0.6,-2.285,1.42,2.081,0.294,-1.037,2.892,-5.039,2.347,-1.79,-0.227,1.94,1.622,0.274,0.319,-0.845,0.786,1.466,0.508,-2.5,2.417,-0.15,0.093,-1.464,0.209,-0.643,-1.114,1.235,-0.896,1.616,0.117,1.815,-2.211,0.939,-0.416,-0.418,2.196,-3.583,1.618,-0.483,1.377,0.168,-0.103,-1.236,1.364,2.263,-2.213,0.735,0.514,-0.279,-1.409,1.661,-0.489,0.654,0.277
"Potting compost","630510",2.123,0.356,-1.163,3.681,0.537,1.506,1.414,-1.222,4.955,1.09,1.281,0.53,1.536,1.222,-0.497,1.105,1.571,-0.4,2.479,0.732,0.92,0.703,2.695,1.256,0.887,0.079,1.089,0.532,-1.061,-0.332,1.046,-2.93,2.45,3.931,-0.25,-0.428,0.621,-1.606,-0.085,-0.251,0.735,-0.048,0.555,0.286,1.907,0.219,0.666,0.07,-0.455,0.516,-1.475,0.231,-0.467,-0.048,-2.394,-0.199,2.751,0.698,0.643,0.388,0.68,0.139,0.427,-0.448,0.068
"Cut flower - carnation stem","630518",0.831,0.869,-1.369,-0.474,1.208,-0.069,-0.015,1.539,-1.424,0.625,3.325,-0.013,3.648,-0.972,0.25,-0.09,1.982,1.842,-1.328,1.82,0.787,-0.706,0.119,0.108,3.071,1.292,-0.032,0.447,0.157,-1.253,-0.168,-0.391,-0.007,0.834,-1.464,-0.644,2.173,0.319,0.242,-0.118,1.03,-1.571,0.691,0.281,0.34,0.155,0.829,0.344,0.688,-0.247,0.037,0.913,0.504,-1.404,1.392,0.286,0.037,0.876,0.778,0.042,0.192,0.725,0.073,-0.508,0.416
"Potted shrub","630519",0.481,0.575,-1.033,-1.94,0.285,4.084,-0.333,-2.741,-1.793,2.665,8.634,3.042,1.327,0.288,-1.79,2.371,-0.977,-4.388,2.165,3.309,-0.48,2.264,0.495,0.577,0.008,0.561,-0.936,4.891,0.196,0.018,-2.766,-1.998,-0.693,-13.388,7.849,-0.943,1.578,-1.301,-0.129,1.924,1.085,0.201,-3.409,-1.066,4.386,-1.921,1.034,-1.953,-0.834,1.42,0.084,-0.738,-0.949,-3.076,-0.986,1.213,0.652,-2.273,3.471,-1.664,-0.819,-7.401,-0.345,0.833,-2.748
"Plant food - solid or liquid","630525",0.993,-0.41,-4.373,4.719,-4.453,-0.965,2.42,4.465,-1.592,2.825,2.527,0.461,3.764,1.023,-0.638,-0.072,2.019,-0.663,0.593,1.562,2.415,1.708,0.911,5.949,1.517,-0.291,-1.726,-0.605,1.682,0.318,-0.098,1.03,0.218,0.197,0.732,0.262,-0.169,-0.597,-0.606,-0.057,-0.766,0.004,1.183,0.493,-0.236,-0.484,1.295,-0.014,1.54,-4.541,-0.85,-0.391,0.674,-0.704,-0.571,-0.98,3.273,-0.001,-0.24,0.175,0.649,0.163,-1.799,-1.623,0.598
"Plant seeds","630526",-0.067,3.135,0.175,-0.322,1.236,-4.375,-2.14,2.817,0.213,1.055,4.256,-4.309,1.668,2.774,0.542,0.784,1.739,-9.948,-1.898,11.1,1.005,1.008,0.258,-2.132,-2.75,-1.806,0.738,1.413,-0.362,-0.822,-2.508,8.047,-0.402,-2.084,1.173,5.041,7.56,0.514,0.162,0.38,0.098,-1.805,-2.13,-0.127,2.829,-1.074,0.773,4.201,-1.037,-0.295,-0.023,1.414,-0.546,-2.921,-1.893,5.974,0.504,-0.368,1.434,1.285,0.486,0.741,-0.249,-0.254,-2.797
"Theatre ticket (adult)","640212",0.062,0.31,0.498,0.558,0.456,3.381,2.629,6.723,-1.342,0.975,-4.788,7.279,1.273,-0.134,3.474,-1.867,4.638,-2.752,-2.482,3,1.289,-3.115,-1.894,-0.096,2.649,0.554,0.835,1.522,-1.421,2.956,-8.999,11.739,4.196,-7.903,6.352,0.43,3.241,2.003,1.82,-1.931,-1.897,5.285,1.528,0.033,-3.546,-0.386,-2.811,-0.926,4.296,2,2.132,-4.883,3.503,3.391,-1.445,-2.77,2.992,-3.004,2.15,5.371,0.414,-0.017,0.06,-0.921,4.907
"Swimming pool admission","640219",-0.23,0.56,-1.245,0,0.132,1.501,0.12,0.051,-0.473,-0.309,0.087,0.469,0.692,0.443,0.359,0.395,0.627,0.21,0.417,0.036,0.494,0.453,0.438,0.698,0.221,0.541,0.407,1.442,2.064,1.091,0.768,0.244,-0.061,0.386,0.137,0.414,0.039,0.545,0.821,1.138,1.325,0.757,0.081,0.3,0.209,0.321,0.212,-0.188,0.329,0.151,0.862,0.878,1.166,0.885,0.543,0.411,0.352,0.123,0.094,-0.08,0.372,0.716,0.504,0.921,0.85
"Exercise class - leisure centre","640222",0.062,0.31,0.498,0,2.402,0.159,0.448,-0.261,0.292,-0.007,0.461,0.558,0.337,0.366,-0.186,0.517,0.458,0.097,0.329,0.061,0.282,0.331,0.53,0.265,0.43,0.24,0.483,0.758,1.002,0.759,0.762,0.693,0.193,0.125,0,0.053,0.371,0.718,0.741,1.643,0.522,0.74,0.328,0.159,-0.305,0.166,0.018,0.189,0.687,0.772,0.3,0.892,1.321,0.703,0.711,0.367,0.031,0.034,0.005,0.032,0.215,0.184,0.227,1.201,0.305
"Ten-pin bowling","640224",0.062,0.31,0.498,0.558,0.456,0.552,-0.619,-0.301,0.497,0.345,0.056,0.45,0.15,0.393,0.064,0.48,0.647,0.029,0.138,0.166,0.027,0.142,0.163,0.173,0.465,0.074,0.085,0.2,0.155,-0.141,0.056,-0.285,0.355,0.67,0.571,-0.047,0.354,0.313,0.717,1.192,0.426,-0.03,0.452,0.471,0.644,0.936,0.839,0.746,0.208,0.207,0.168,0.053,0.183,0.139,0.414,-0.31,0.084,0.226,0.055,-0.231,-0.08,-0.046,0.355,1.146,0.262
"Gym membership - annual fee (private)","640226",0.062,0.31,0.498,2.266,0.43,0.308,0.268,0.268,0.642,0.251,0.345,0.306,0.436,0.49,0.249,0.289,0.172,0.153,0.637,0.632,0.152,0.747,0.386,0.253,0.194,-0.508,0.259,1.197,0.642,0.283,0.275,-0.394,-0.364,0.148,-0.125,-0.271,0.789,0.072,0.055,1.07,0.805,0.578,0.337,0.511,0.456,0.557,0.215,0.132,0.171,0.545,1.247,0.973,0.221,0.338,0.157,0.51,0.358,0.273,0.746,0.206,0.456,0.343,0.833,0.683,0.197
"Soft play session","640243",0.062,0.31,0.498,0.558,0.456,0.912,0.195,0.397,0.093,0.326,0.387,0.146,1.431,0.214,0.644,0.588,0.97,0.374,0.566,0.546,0.554,0.817,0.394,0.715,0.602,0.16,0.459,0.452,0.683,0.186,0.457,0.402,0.072,0.28,0.462,0.804,0.591,0.008,0.652,0.269,0.456,0.416,0.436,0.675,0.238,0.092,0.272,0.605,1.217,0.497,0.676,0.676,0.543,0.391,0.052,0.067,0.352,0.249,0.205,0.047,0.619,0.546,1.122,0.515,0.461
"Climbing wall session","640244",,,,,,,,,,,,,0,0.175,0.094,0.52,1.625,0.557,0.11,0.768,-0.149,0.554,0.767,0,0.455,0.388,1.041,1.063,-0.463,0.033,0.299,0.146,1.398,0.481,0.349,1.006,0.692,0.738,0.908,2.517,0.538,0.895,0.891,0.61,-0.032,0.23,0.417,-0.48,1.335,0.573,0.683,0.855,0.778,0.195,0,0.374,0.195,0.135,0.316,0.363,0.041,0.087,0.635,-0.152,0.639
"Skimmed or semi-skimmed milk of cows, delivered","CP0114298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.695,0.025,1.087,0,0,2.465,0,0,0.448,0,0,0,0,0,0
"On-board catering","220123",0.062,0.31,0.498,0.558,0.456,-0.068,0,0,1.709,0,0,0.578,0,0,0.699,0,0,1.109,0,0,1.094,0,0,1.747,0,0,0.899,0,0,3.101,0,0,1.387,0,0,1.229,0,0,3.669,0,0,0.53,0,0,1.728,0,0,0.597,0,0,0.438,0,0,1.785,0,0,1.181,0,0,0.792,0,0,0.056,0,0
"Staff restaurant snack (e.g. jacket potato)","220208",0.316,0.09,0.161,0.383,0.655,-2.532,-0.028,1.696,7.216,-0.171,-2.113,-0.154,-0.009,1.069,2.371,1.633,-0.262,-0.383,0.25,1.119,1.229,-1.93,-0.983,0.872,0.274,2.499,1.026,-1.147,1.786,0.751,0.564,0.521,0.466,-0.212,-0.427,0.281,0.536,0.41,0.646,-0.168,-0.143,-0.097,1.182,0.046,1.151,-0.705,0.329,0.029,0.368,0.886,1.727,0.245,0.812,9.513,7.945,0.989,1.438,-0.014,-0.31,-0.574,0.684,0.138,-0.191,0.554,0
"Staff restaurant meal - main course","220214",0.316,0.09,0.161,0.383,2.878,0.884,0.99,0.47,2.444,-0.09,0.268,1.733,-0.345,2.329,10.086,-2.697,-1.678,-1.383,2.298,7.172,-3.119,0.113,8.495,-1.327,-0.115,-2.185,0.076,0.938,1.452,-1.212,-0.149,1.334,-0.773,-0.313,0.127,-0.544,-0.819,0.913,2.127,0.409,0.754,-1.041,1.036,1.84,1.566,-1.329,0.125,0.514,2.052,-2.709,2.871,-0.177,0.71,9.881,8.372,2.05,0.242,0.345,1.128,0.531,-0.581,3.018,-0.345,1.329,-0.644
"Vaping products and refills, liquids","CP0230903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-1.817,1.851,0,-0.973,0,0,-3.629,3.751,0,0,0,0,0
"Local authority rent (England & Wales)","410104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Local authority rent (Scotland)","410105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Local authority rent (Northern Ireland)","410106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University accommodation fees","410107",0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,8.277,0,0,0,0,0,0,0,0,0,0,0,5.174,0,0,0,0,0,0,0,0,0,0,0,5.672,0,0,0,0,0,0,0,0
"RSL rents","410108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imputed rents - England","410116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imputed rents - Wales","410117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imputed rents - Scotland","410118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Imputed rents - Northern Ireland","410120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Private rented property","410121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortgage interest payments","410201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Council Tax (Great Britain)","410301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rates (Northern Ireland)","410302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Water and sewerage charges - England and Wales","410401",0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,3.255,0,0,0,0,0,0,0,0,0,0,0,8.372,0,0,0,0,0,0,0,0,0,0,0,9.199,0,0,0,0,0,0,0,0,0,0,0,27.627,0,0,0,0,0,0,0,0,0,0,0,5.441,0,0
"Water charges - England and Wales","410402",0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,4.338,0,0,0,0,0,0,0,0,0,0,0,9.305,0,0,0,0,0,0,0,0,0,0,0,6.756,0,0,0,0,0,0,0,0,0,0,0,28.263,0,0,0,0,0,0,0,0,0,0,0,9.084,0,0
"Water charges - Scotland","410403",0,0,2.474,0,0,0,0,0,0,0,0,0,0,0,4.193,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8.788,0,0,0,0,0,0,0,0,0,0,0,9.893,0,0,0,0,0,0,0,0,0,0,0,8.646,0,0
"Water and sewerage charges - Scotland","410405",0,0,2.467,0,0,0,0,0,0,0,0,0,0,0,4.196,0,0,0,0,0,0,0,0,0,0,0,4.972,0,0,0,0,0,0,0,0,0,0,0,8.773,0,0,0,0,0,0,0,0,0,0,0,9.874,0,0,0,0,0,0,0,0,0,0,0,8.652,0,0
"Paint gloss or emulsion","410639",-1.865,2.582,-3.913,4.072,0.769,-0.361,-1.72,2.99,0.6,-1.637,3.152,0.787,0.904,3.79,-1.304,2.82,1.035,1.78,-2.865,3.08,-0.328,1.864,2.53,0.506,-4.415,5.302,-2.832,4.899,-3.563,5.116,-3.139,4.383,-3.932,3.312,1.142,-0.436,-2.203,3.147,-1.787,-2.32,2.829,0.878,-2.432,1.732,-2.433,2.459,2.309,-1.353,-4.785,6.258,-4.69,4.967,0.305,-4.876,2.553,-1.08,1.898,-3.519,4.075,4.199,-2.053,1.726,0.102,1.525,-1.012
"Dwelling Insurance","410701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ground rent","410703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"House depreciation","410801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Electricity tariff - variable","420201",0,0,9.136,0,0,0.128,0,0,8.682,0,0,0.392,0,0,40.545,0,0,0.445,0,0,16.919,-0.184,0,1.176,0,0,-1.115,0,0,-8.617,0,0,-7.478,0,0,4.033,0,0,-10.232,0,0,-6.841,0,0,7.743,0,0.095,1.181,0,0,3.539,0,0,-4.442,0,0,2.815,0.026,0,4.322,0,0,-7.762,0,0
"Electricity tariff - fixed","420202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.163,-0.179,-0.215,-0.117,-0.202,0.017,0.191,0.066,0.263,0.586,0.25,0.276,-0.037,0.845,-9.814,1.356,1.446
